QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS
1d8cafde81e1fbb9|0x7fb86ad470b0c1394c38bdac0bdc|0x7fb87afa88508a0e24dde0242c48|NULL|92|92|92|230590|136612
1d8cafde81e1fbb9|0x7fb86f9ac210e99504188b0ea20f|0x7fb8642e3c3070d2f3fa6ab46cdc|NULL|1|1|1|10000|5159
75ae246eb550dfc8|0x7fb87af41c70bcbe83fb57e76d48|0x7fb8693e2470ea7acaec69761f54|NULL|4|4|4|2198|6843
75ae246eb550dfc8|0x7fb879babef0d0518a652806b2b3|0x7fb8693e2ef0ce3c20432fb515f8|NULL|13|13|13|8792|17484
75ae246eb550dfc8|0x7fb878e72fb0ef5cd231f7038cd3|0x7fb8693e21d01758dc0f7da3abb5|NULL|92|92|92|10030|111693
75ae246eb550dfc8|0x7fb879bab9f041b77c90e97940d1|0x7fb8693e389026803c04d5b7b421|NULL|1|1|1|1|3491
75ae246eb550dfc8|0x7fb87b1c5ed07aab599b8bf5d12c|0x7fb8693e4af0e53c601afffc8f8a|NULL|1|1|1|173|3234
61cfdf7619ef0d9e|0x7fb87417e850e91599b2ca610220|0x7fb869ca55d0433792dfefcccb83|NULL|23|23|23|56645|32195
61cfdf7619ef0d9e|0x7fb87417f07070c6cf045d9a5601|0x7fb869ca6ad063d02ba96d1b61ba|NULL|92|92|92|113599|120920
61cfdf7619ef0d9e|0x7fb874185150e2022fa0ce356468|0x7fb869ca6910822aa377e82bcffe|NULL|3|3|3|150000|9416
61cfdf7619ef0d9e|0x7fb87417fe30b930cb12c0e46865|0x7fb869ca69f0c61445841b99d160|NULL|1|1|1|25|2297
5b26990b624e2d25|0x7fb87a4886f01c6972c052226069|0x7fb874437c10b8cbf259dc221ec9|NULL|1|1|1|10000|3953
5b26990b624e2d25|0x7fb875230bd0e9be083372d89a3f|0x7fb8740dcab0af38fff29e39359c|NULL|1|1|1|1|3355
5b26990b624e2d25|0x7fb87836f490b929a9100a187454|0x7fb8740dcb9041ac029c07a8fdd8|NULL|1|1|1|5|2969
5b26990b624e2d25|0x7fb8783d41b0a122eb4c6c6380e1|0x7fb8740dcc70bc25efac75fbb3e6|NULL|3|3|3|30197|4800
5b26990b624e2d25|0x7fb87a48c110b0f5b9379924f8af|0x7fb8740dcff0a2d4964fce6223c4|NULL|4|4|4|1331|5630
5b26990b624e2d25|0x7fb87a48c1b0588e9f5c11eb0e12|0x7fb8740dd0d06d940eba9330d5ad|NULL|92|92|92|40016|156707
5b26990b624e2d25|0x7fb87522f73097d71d4f2f099620|0x7fb8740dd37089ff8014324000c6|NULL|23|23|23|12024|32325
5b26990b624e2d25|0x7fb87522fa5075ef260683609e83|0x7fb874437b3015f336fbe2aacac2|NULL|1|1|1|25|5946
b664eca697b4798e|0x7fb874ac3f30a95e17981dc34477|0x7fb86955077024df195534784fb3|NULL|4|4|4|2127|6566
b664eca697b4798e|0x7fb874ac3e905503801eefd8444b|0x7fb869550af08be605e9eaddec69|NULL|13|13|13|8508|18588
b664eca697b4798e|0x7fb874ac1eb06cac26ec816caaae|0x7fb86954feb064808d348a2831a8|NULL|92|92|92|9653|115085
b664eca697b4798e|0x7fb874ac19b0d1b11fe3d0a5cfd5|0x7fb8695503f0173ac098a26eee3|NULL|1|1|1|4392|4194
b664eca697b4798e|0x7fb874ac30303a11138fcb7efab1|0x7fb8583aae5091bdcd711f399780|NULL|1|1|1|1|2355
5788c7fd73973171|0x7fb874ebf6d0f434de1f742df8dc|0x7fb85d26cf9019278327f0cbfb3d|NULL|4|4|4|2183|7100
5788c7fd73973171|0x7fb874ebf630663ab3d11274949c|0x7fb85d26be1028492d96fd98f2f2|NULL|13|13|13|8732|18625
5788c7fd73973171|0x7fb874ebe550f7f93e30d082e982|0x7fb85d26bc50cba6b1c8fd8482ad|NULL|92|92|92|9934|115557
5788c7fd73973171|0x7fb874ebe2d0cef8bafcc2bca51d|0x7fb85d26c0b09d050cf43affcfb5|NULL|1|1|1|4475|4179
5788c7fd73973171|0x7fb874ebeeb0f0b15f143974f212|0x7fb85d26d150455c108106dc8b39|NULL|1|1|1|1|2366
d7a091ffaf800354|0x7fb875995ef0f5e63503045c6bc2|0x7fb8783f5df04952f26a02935ff1|NULL|3|3|3|150000|12957
d7a091ffaf800354|0x7fb87157d150825a53d3e5ac9748|0x7fb8783f6950e6c3787bece24556|NULL|23|23|23|1500000|35975
c2fef8dfd5097c9e|0x7fb86f9a9b50f5e63503045c6bc2|0x7fb86926b8104952f26a02935ff1|NULL|3|3|3|150000|12139
c2fef8dfd5097c9e|0x7fb7b90c8870825a53d3e5ac9748|0x7fb86932e690e6c3787bece24556|NULL|23|23|23|1500000|37969
cb3dccdb45cc996|0x7fb866df9170b1aae8bbb405162a|0x7fb840f4d550c9968e5872ed0932|NULL|4|4|4|192092|10950
cb3dccdb45cc996|0x7fb866df9df0a7c6aae139032125|0x7fb840f4f4d019ccbd2ec938b06a|NULL|13|13|13|117920|18927
cb3dccdb45cc996|0x7fb866df8ef01c6972c052226069|0x7fb840f4d710b8cbf259dc221ec9|NULL|1|1|1|10000|3584
42492c372d0dabc1|0x7fb876596c908cae898034bf5217|0x7fb87abfc9d0d0d66ab91411cb5a|NULL|4|4|4|211|5812
42492c372d0dabc1|0x7fb877304df029887f817558057b|0x7fb87abcdb50de40334063b3884a|NULL|92|92|92|6375|128021
61f5078dcb6cbc9c|0x7fb874ebe730f434de1f742df8dc|0x7fb85d26e1f019278327f0cbfb3d|NULL|4|4|4|2183|6409
61f5078dcb6cbc9c|0x7fb874ebe690663ab3d11274949c|0x7fb85d26d93028492d96fd98f2f2|NULL|13|13|13|8732|18857
61f5078dcb6cbc9c|0x7fb874ebdab07d2b926595eb7b90|0x7fb85d26d6905c1818e40c2c8d70|NULL|92|92|92|9962|114345
61f5078dcb6cbc9c|0x7fb874ebd1f05f659ca49b591415|0x7fb85d26daf0471611284c5b64f4|NULL|1|1|1|4528|5064
61f5078dcb6cbc9c|0x7fb874ebe050b3efe018a17163ad|0x7fb85d26e3b079e8eb5baaf406ff|NULL|1|1|1|1|2221
38875366444a122a|0x7fb874ec0350465404b033430b77|0x7fb85d26ec70f9f67ead4774c413|NULL|4|4|4|2157|7211
38875366444a122a|0x7fb874ec02b0bcd733a785ba7620|0x7fb85d26ed50f84e89dd3a1c22a|NULL|13|13|13|8628|18750
38875366444a122a|0x7fb874ebf310f7c9b194eabaa9ef|0x7fb85d26e6503c8d6840b34b3b5f|NULL|92|92|92|9850|115328
38875366444a122a|0x7fb874ebef50d0dde7d6986c8fd2|0x7fb85d26e9d09109ac2c73dcfd21|NULL|1|1|1|4464|4240
38875366444a122a|0x7fb874ebfbd0b2b17b04b5cfbaad|0x7fb85d26f3703d0a0044fadfd31|NULL|1|1|1|1|2333
32ff79371fb7ae52|0x7fb874ec8d7032dc4ab4c1ae904b|0x7fb85d26f9902dbab40af2aadc37|NULL|4|4|4|2212|6955
32ff79371fb7ae52|0x7fb874ec8a50e90b9cbb725696c|0x7fb85d26ffb0f5ebaa566d8bc8d5|NULL|13|13|13|8848|18567
32ff79371fb7ae52|0x7fb874ec8f50547b9ab65b1f1f4b|0x7fb85d26fb50c5233fdd734c4be8|NULL|92|92|92|10107|114289
32ff79371fb7ae52|0x7fb874ec83706aad45254c409543|0x7fb85d270170ecfea93b3667db64|NULL|1|1|1|1|5047
32ff79371fb7ae52|0x7fb874ec88708de1b670c64bb19c|0x7fb85d270250e3222356a89a22a2|NULL|1|1|1|172|3211
2314f4d01ff4a4be|0x7fb85c5638b0c05abadb7279bc78|0x7fb868ee801028b533eabf14810c|NULL|92|92|92|5916591|231018
e3c344a5d6af56ad|0x7fb87af40ff031779f74b27391eb|0x7fb85d271670c265a6c0abafb01a|NULL|4|4|4|2103|6609
e3c344a5d6af56ad|0x7fb879b31a1082f25af8f9b14d50|0x7fb85d270790f79f5209f7671189|NULL|13|13|13|8412|21652
e3c344a5d6af56ad|0x7fb878c72d9043f2ac869a3bc1f3|0x7fb85d2704f0f7860de6e5ec45d5|NULL|92|92|92|9654|138183
e3c344a5d6af56ad|0x7fb878e748101806ddc35c8d9a35|0x7fb85d270a30e07a14719f054c3b|NULL|1|1|1|4397|4239
e3c344a5d6af56ad|0x7fb878498bb0a28ca6068c6db5f0|0x7fb85d271830b3ad81a0104b0226|NULL|1|1|1|1|2417
e0e9ef1d76485415|0x7fb87a79b950bdf0c4ceec7f9515|0x7fb8625aa05036004cc167a2bd3c|NULL|4|4|4|2158|7188
e0e9ef1d76485415|0x7fb879d19510ef5506ead69827ad|0x7fb8710fff30da462889e3e64fde|NULL|13|13|13|8632|19300
e0e9ef1d76485415|0x7fb879d19d30ecb60742f15380c4|0x7fb8710ffd70b7e22d1057310cbe|NULL|92|92|92|9751|115478
e0e9ef1d76485415|0x7fb879d049d0c42e3951ecb7e1cf|0x7fb865c1c99090110746f87190ca|NULL|1|1|1|4438|4154
e0e9ef1d76485415|0x7fb879d03f306e0d2c161c53ba04|0x7fb8625aa210ca161c3e9af8293e|NULL|1|1|1|1|2491
fc469f3794246205|0x7fb874ec71f01c51cdc5473482ec|0x7fb81e3ecd3075678047815c8de9|NULL|4|4|4|2038|6734
fc469f3794246205|0x7fb874ec71506b2432d14fb7e072|0x7fb81e3ec2b0121d9bf2fd13452c|NULL|13|13|13|8152|17983
fc469f3794246205|0x7fb874ec1250c26a4276a783d379|0x7fb85d271bb044f64d2fca607e47|NULL|92|92|92|9099|113746
fc469f3794246205|0x7fb874ec107033da78dc488a260e|0x7fb81e3ec47080af5bc112037d9c|NULL|1|1|1|4231|4268
fc469f3794246205|0x7fb874ec1b109a5ba3b941655114|0x7fb81e3ed0b0fe14b313a61637f4|NULL|1|1|1|1|2291
544d237bc41ee2b6|0x7fb874ec95903805b5629ccff20d|0x7fb81e3eff10e3e6408bdc43b517|NULL|4|4|4|2146|7145
544d237bc41ee2b6|0x7fb874ec93107d2e1a2fe3c27628|0x7fb81e3ef5709e180a026522f654|NULL|13|13|13|8584|17883
544d237bc41ee2b6|0x7fb874ec9770a19951a4dde89810|0x7fb81e3ef73076c8663d22552454|NULL|92|92|92|9718|113888
544d237bc41ee2b6|0x7fb874ec8c30465dd4d31844633c|0x7fb81e3efab01f4a5b97f0081012|NULL|1|1|1|4396|4406
544d237bc41ee2b6|0x7fb874ec91307a9b7b8a4bd14dc2|0x7fb81e3f01b08dad5c66ce2c9f12|NULL|1|1|1|1|2617
a8701366edbadc95|0x7fb87af42530b766698c7b69dfb|0x7fb81e3f22109ade2ac7e6e71e2e|NULL|4|4|4|2152|6651
a8701366edbadc95|0x7fb879d1c17071e7c2f4bd1d66c|0x7fb81e3f19504163f0c73107c938|NULL|13|13|13|8608|17303
a8701366edbadc95|0x7fb87af41d10db1b1b9f76a10f95|0x7fb81e3f1b10858c1696fb5e86a7|NULL|92|92|92|9865|115977
a8701366edbadc95|0x7fb8769158f0d822de37842d279b|0x7fb81e3f1e90ea4967c29a5c6cf|NULL|1|1|1|4401|4148
a8701366edbadc95|0x7fb878ca0850857f635dd909b345|0x7fb81e3f24b06bcaac10308e6e7c|NULL|1|1|1|1|2276
b49b8d5f235b611a|0x7fb87b1c38b067fc268b3420daff|0x7fb80bde763086299945ca8c4f7b|NULL|1|1|1|1|3214
b49b8d5f235b611a|0x7fb8769749702b1edb97567a0a2b|0x7fb81e3f2c901ffe5ea0ab36463d|NULL|13|13|13|800000|25729
b49b8d5f235b611a|0x7fb87af42b707724a5f3931b01be|0x7fb81e3f2d70ae16e8eb33360359|NULL|4|4|4|200000|7103
b49b8d5f235b611a|0x7fb87a5cf270cb7c35f35e869cf2|0x7fb80bde7010a24853058028fe4|NULL|92|92|92|6001215|148343
b49b8d5f235b611a|0x7fb878c9dab0909eae357a486b5|0x7fb80bde77f0fd73f449e1eab305|NULL|1|1|1|193|6725
3815368c94ccbe33|0x7fb878c9f090d1b562bf67ed2625|0x7fb87a9caff0a874c176adc65235|NULL|4|4|4|2216|7149
3815368c94ccbe33|0x7fb878e750d0fadfd019862aa88c|0x7fb868f8a5f0a6b2c2c02261cba6|NULL|13|13|13|8864|20223
3815368c94ccbe33|0x7fb878e720101749c0c3dd0ed805|0x7fb87a9ca9d0d9237df70c4bbbe|NULL|92|92|92|10108|115268
3815368c94ccbe33|0x7fb87794ebf0eb115a38c7dcbfc6|0x7fb87a9cad50b20b10fca3b08757|NULL|1|1|1|4559|4457
3815368c94ccbe33|0x7fb878e7567038fed6efe81fdb88|0x7fb80bde78d0bdd650e2304178e9|NULL|1|1|1|1|2342
325893073bceb7ae|0x7fb87a9f9390a95e17981dc34477|0x7fb86981ddb024df195534784fb3|NULL|4|4|4|2127|6378
325893073bceb7ae|0x7fb87a70e7905503801eefd8444b|0x7fb86981cfb08be605e9eaddec69|NULL|13|13|13|8508|20031
325893073bceb7ae|0x7fb878e74bd0ff2ccb1044972a8f|0x7fb86981d170516366718a7754ba|NULL|92|92|92|9768|116675
325893073bceb7ae|0x7fb87a9f85d0f5ce3c241c3d864d|0x7fb86981d4f0432b2be50ca38ad3|NULL|1|1|1|4421|4288
325893073bceb7ae|0x7fb878e73af02fabf81479b68a3e|0x7fb86981e3d0f527f77d683232da|NULL|1|1|1|1|2426
13a7308f3b960cc0|0x7fb877910770a4d5a973da50fb07|0x7fb877cda8f0eda326a31c30c90|NULL|23|23|23|57079|71477
13a7308f3b960cc0|0x7fb877910ef02a1e61362d86ffb9|0x7fb877cdaab09d26c131719f9275|NULL|92|92|92|228340|172830
19e20a6b199ff5e0|0x7fb87a9f94308b751f9c96bade6a|0x7fb868eebb909a2488bffbd65d26|NULL|4|4|4|2186|6465
19e20a6b199ff5e0|0x7fb878e765708f7573b0fade1b4d|0x7fb868f8901087bffb48f6a4fa7e|NULL|13|13|13|8744|17562
19e20a6b199ff5e0|0x7fb87a9f9070afcc707041633b47|0x7fb868eea690b3b6d1fd06746fc6|NULL|92|92|92|10001|115750
19e20a6b199ff5e0|0x7fb878e766b0f0d9d26cc1f0ee6c|0x7fb868f891d0bfe079db677e3358|NULL|1|1|1|1|3557
19e20a6b199ff5e0|0x7fb878e762f0a3d9a9f16c8d5845|0x7fb868f897f0fb59267d3facdde9|NULL|1|1|1|180|3144
725ed3f8e8759585|0x7fb87b30025020805a60d6f1650f|0x7fb87b2386103705c53a6ee6c71a|NULL|92|92|92|75983|131612
725ed3f8e8759585|0x7fb87b3003907724a5f3931b01be|0x7fb87b2388b0ae16e8eb33360359|NULL|4|4|4|200000|7034
ba8a7d5d55d0f4c7|0x7fb87ba76e5098f32ad31bfe5b65|0x7fb87ba8b810791a42fab209b51b|NULL|4|4|4|2193|6586
ba8a7d5d55d0f4c7|0x7fb87ba768b0132e3fad8c801841|0x7fb87abff670381bc411f1de74f5|NULL|13|13|13|8772|19332
ba8a7d5d55d0f4c7|0x7fb87ba77b707fb10184a842ccab|0x7fb87ba8b570955bce6d78d540a0|NULL|92|92|92|9962|117209
ba8a7d5d55d0f4c7|0x7fb87a9f9d90c426b164455bc4af|0x7fb87abff830f2efb4907dfaf6f4|NULL|1|1|1|1|2992
ba8a7d5d55d0f4c7|0x7fb87a9f94d05088d1346864b759|0x7fb87abff910f971ad976fd6ba37|NULL|1|1|1|175|3149
1b20e3f6f03c6975|0x7fb877f89890e1fdb3f9286aa96|0x7fb87a7e2210bb25755a401f6961|NULL|4|4|4|2170|6992
1b20e3f6f03c6975|0x7fb877952ed09a128dce1054897|0x7fb87a7e22f03b93caf660bd3058|NULL|13|13|13|8680|18827
1b20e3f6f03c6975|0x7fb877950090a4f4a7f512735a32|0x7fb87abc9c502b447310345f139f|NULL|92|92|92|9860|116957
1b20e3f6f03c6975|0x7fb877951f305346456f4a5dd96|0x7fb87abc9fd033c871955a67a892|NULL|1|1|1|4448|4240
1b20e3f6f03c6975|0x7fb87ba773f083c6a954efdbcfe4|0x7fb87a7e2750a501e281a08b8a54|NULL|1|1|1|1|2510
6ba9db671ef9aa81|0x7fb879b02f70b930cb12c0e46865|0x7fb879f17bf0c61445841b99d160|NULL|1|1|1|25|4860
6ba9db671ef9aa81|0x7fb8784c8f9070381f0844b2da47|0x7fb879f1805059f1e6721c309f5c|NULL|1|1|1|827|3487
6ba9db671ef9aa81|0x7fb8784c845098fcb3704a95e759|0x7fb879f185909eac22dd70bd0b13|NULL|3|3|3|11949|6360
6ba9db671ef9aa81|0x7fb8784c895021dc30ecf609670c|0x7fb879f18750ccdd5fc08b1c9487|NULL|23|23|23|120285|29336
6ba9db671ef9aa81|0x7fb8784c8ef0d3e6831b388ec07d|0x7fb879f189f0e2906cfc2d8ff9c4|NULL|2|2|2|12239|2538043
f17967a398d7cdca|0x7fb87ba77a30bad22f7bf9f29a57|0x7fb868f4c7706174c5e6f3a897b8|NULL|4|4|4|2255|6657
f17967a398d7cdca|0x7fb877f87b30b45a114d3fd3ba5f|0x7fb86c98dd70d1ba97abc0612511|NULL|13|13|13|9020|18849
f17967a398d7cdca|0x7fb87ab960b0c9f7a310824fe5ba|0x7fb86c98dad0997c8a51095cf4c0|NULL|92|92|92|10324|118273
f17967a398d7cdca|0x7fb87ba77030afb771b26ef3397d|0x7fb86c98df3043a951b0a56b0b3b|NULL|1|1|1|4579|4221
f17967a398d7cdca|0x7fb878e76c508a5e4d647d244dc3|0x7fb868f4cd90dbf76a5b8e6f7965|NULL|1|1|1|1|2188
8ecb7b2a8740fc87|0x7fb86042b790993c35672ab1e9d9|0x7fb8634b0e90450853e9467f7a3c|NULL|4|4|4|192022|10790
8ecb7b2a8740fc87|0x7fb86042ddb033e98e1855bdc3e1|0x7fb82621dc30fb0a8b56d95ee5c7|NULL|13|13|13|118320|19697
8ecb7b2a8740fc87|0x7fb86042c7301c6972c052226069|0x7fb82621b770b8cbf259dc221ec9|NULL|1|1|1|10000|2519
4f74165fe15fc2fc|0x7fb8798a711056206023a7a8813a|0x7fb869662ab0d3c147e4aeec297f|NULL|23|23|23|729413|79168
4f74165fe15fc2fc|0x7fb874a6d6d0b36518de743ca432|0x7fb86954fc10e8e7db7d8a7ccd07|NULL|1|1|1|1|2549
4f74165fe15fc2fc|0x7fb874a6d3109f9eeedf318bb5fc|0x7fb869553a30cfc4c3fbab5cc103|NULL|1|1|1|412|4474
4f74165fe15fc2fc|0x7fb87b1c4c10dc26dbb9852099c5|0x7fb869662c70cd4308d3e8ee5cf|NULL|92|92|92|247032|383180
4f74165fe15fc2fc|0x7fb874d3f110e688b7adcd06d3c3|0x7fb86954ee104cdcae50213f47b3|NULL|2|2|2|736279|56740302
25a48d4bf71ad3c6|0x7fb87a9f9f701aad1696df68b55f|0x7fb8698c79b0c10f245e5307b429|NULL|4|4|4|2180|6267
25a48d4bf71ad3c6|0x7fb87a9f9e3018b56fcd2e89a297|0x7fb8698c7c502714522697077713|NULL|13|13|13|8720|18515
25a48d4bf71ad3c6|0x7fb87ab96a1040d5de7f90578e24|0x7fb8698c7010a09f0ffcc5847a89|NULL|92|92|92|10074|114906
25a48d4bf71ad3c6|0x7fb87ab960105aa1980308480cb5|0x7fb8698c76308ce85b53d4691a0|NULL|1|1|1|4495|4220
25a48d4bf71ad3c6|0x7fb87a710b307eaabb764499af02|0x7fb8698c819095b7b46ecf57cc97|NULL|1|1|1|1|2387
d2adc67f0df47fb4|0x7fb87ab968305a1b16bdf28a25b7|0x7fb87abcb930321ad62047dc6cf8|NULL|1|1|1|1|3002
d2adc67f0df47fb4|0x7fb87831ec902b1edb97567a0a2b|0x7fb87abcbbd01ffe5ea0ab36463d|NULL|13|13|13|800000|43522
d2adc67f0df47fb4|0x7fb87a9f97507724a5f3931b01be|0x7fb86c989af0ae16e8eb33360359|NULL|4|4|4|200000|6497
d2adc67f0df47fb4|0x7fb87ab96b50cb7c35f35e869cf2|0x7fb87abcb3f0a24853058028fe4|NULL|92|92|92|6001215|144943
d2adc67f0df47fb4|0x7fb87831f1904ad1eb61ebe3b4b3|0x7fb86c989d903fc6c4a33aa8706a|NULL|1|1|1|194|6578
a4ddb1e65fe66d70|0x7fb875993fb0eda70c234836bf30|0x7fb86f29b8f044e80936bb2f7312|NULL|3|3|3|150000|9788
a4ddb1e65fe66d70|0x7fb875994910748dd981fb63a58d|0x7fb86f29bab09275e71c1cd6372a|NULL|23|23|23|1483622|71440
61e1c285576f5b73|0x7fb874a6d3b03b620102b3026b76|0x7fb87409285044e759f17971560b|NULL|92|92|92|78730|113002
2554237e724e9963|0x7fb877f899d0750279e2b252dbc8|0x7fb87a9a5d301c5503aab805a9da|NULL|4|4|4|2094|6741
2554237e724e9963|0x7fb87522e1f0909c43608af46f5f|0x7fb8698ca3b0fb56596bd1c8f279|NULL|13|13|13|8376|19572
2554237e724e9963|0x7fb87522e010c6bb64ef4bcdbf24|0x7fb87a9a5ef01825b501a37091c8|NULL|92|92|92|9533|123134
2554237e724e9963|0x7fb87522f050f0d9d26cc1f0ee6c|0x7fb8698ca8f0bfe079db677e3358|NULL|1|1|1|1|3568
2554237e724e9963|0x7fb87ab972d0cb2ac012f468877f|0x7fb8698cab90acc60946baf8d570|NULL|1|1|1|155|3291
16e7424d94178bbe|0x7fb874a6ee90b930cb12c0e46865|0x7fb879f89cf0c61445841b99d160|NULL|1|1|1|25|4965
16e7424d94178bbe|0x7fb875230b30bdce03ef7a52d117|0x7fb879f8a1508aa26cd4b76de005|NULL|1|1|1|787|3341
16e7424d94178bbe|0x7fb874ac0790b10e208adef769a8|0x7fb879f8a6909e0abf256499b862|NULL|3|3|3|11896|5337
16e7424d94178bbe|0x7fb874eca530361e5ecceb1f5b50|0x7fb879f8a850fdfc7f7608e86bdc|NULL|23|23|23|117393|28658
16e7424d94178bbe|0x7fb874ac0470ccfd34bedd055e5d|0x7fb879f8aaf0c850b4f4f240a64b|NULL|2|2|2|11148|2364093
512ce35c494079cd|0x7fb87ab979103ce8c63a762c0e37|0x7fb8698cd910713128feb68b53a2|NULL|1|1|1|1|2951
512ce35c494079cd|0x7fb87ab9a9302b1edb97567a0a2b|0x7fb8698cb6101ffe5ea0ab36463d|NULL|13|13|13|800000|23829
512ce35c494079cd|0x7fb87a70ff507724a5f3931b01be|0x7fb8698cb6f0ae16e8eb33360359|NULL|4|4|4|200000|7288
512ce35c494079cd|0x7fb87ab97b90cb7c35f35e869cf2|0x7fb8698caff0a24853058028fe4|NULL|92|92|92|6001215|169002
512ce35c494079cd|0x7fb87a7127f0f7c57dd46d9f99a2|0x7fb8698f8630f073c20e7bbcf4ac|NULL|1|1|1|192|6944
1c5f1611fd44bef4|0x7fb87a70f0f09d95e513b4317a2c|0x7fb8692169301645b4e67b27cd7c|NULL|4|4|4|2157|6329
1c5f1611fd44bef4|0x7fb878322ed0fdb070e639a80a29|0x7fb869216bd011449cb4ecbf5d5b|NULL|13|13|13|8628|19400
1c5f1611fd44bef4|0x7fb87ab97c30e2435e8c255f4db6|0x7fb868ef3ed030167817a40afe3d|NULL|92|92|92|9879|115556
1c5f1611fd44bef4|0x7fb87a79b4f017494b6289f1b62e|0x7fb868ef4db0b98ea375d741fff1|NULL|1|1|1|4484|4093
1c5f1611fd44bef4|0x7fb81f073d50e9e48e4d093efd23|0x7fb869217b90c9d3c792321e8ce1|NULL|1|1|1|1|2338
172b7bb485742aa1|0x7fb87a79a7d0cb4ef13cb0aa3def|0x7fb87653fc7061d1b2719b8ddac8|NULL|4|4|4|2194|6482
172b7bb485742aa1|0x7fb87522f3704bb665a5bd08af64|0x7fb87653fd50319185a807a687a0|NULL|13|13|13|8776|17601
172b7bb485742aa1|0x7fb879d03990654cba1a957d1134|0x7fb8778bdc306e6071102b1d3e3d|NULL|92|92|92|9913|120135
172b7bb485742aa1|0x7fb877912a7084a2b4c3bd7e81cf|0x7fb8778bddf0de7180cfe679a7ca|NULL|1|1|1|4499|4508
172b7bb485742aa1|0x7fb87794f4b020f8700f7a6f155f|0x7fb8765401b0156858c5def0527c|NULL|1|1|1|1|2396
8a41437cf140258|0x7fb87a79b590dc5749abdfd8ae9|0x7fb868ef59f09d28e80d51c10622|NULL|4|4|4|2176|7981
8a41437cf140258|0x7fb87833c45088662a00dd5c84b7|0x7fb868f4a010521b40b0981d6144|NULL|13|13|13|8704|18875
8a41437cf140258|0x7fb87a70fcd0b8eda4fc2e51145b|0x7fb873aec370b8fb0b708bc0144|NULL|92|92|92|10143|116805
8a41437cf140258|0x7fb87833c95053436ba8eb29adf4|0x7fb869218d108f5aeb81b3bcda00|NULL|1|1|1|1|2917
8a41437cf140258|0x7fb87833ad302bf5046e8056a54b|0x7fb869218df059b9690db7f0ed90|NULL|1|1|1|168|3186
638473cd35145f25|0x7fb860640790b1aae8bbb405162a|0x7fb869bc6110c9968e5872ed0932|NULL|4|4|4|192092|10758
638473cd35145f25|0x7fb860640fb0cbe189616a8cbd4e|0x7fb869bc53f0b42db7cccdab74c0|NULL|13|13|13|120008|19625
638473cd35145f25|0x7fb8606405b01c6972c052226069|0x7fb869bc5a10b8cbf259dc221ec9|NULL|1|1|1|10000|2436
708c15eb0c30764d|0x7fb87b06f5105135e9eb0c8fdaf7|0x7fb8751ad4b0906b0df4bc884182|NULL|4|4|4|200000|12609
708c15eb0c30764d|0x7fb877f85d30e0e9d67ceedba80b|0x7fb87503a3906fd482949ef9c431|NULL|92|92|92|536|142827
471ec7cc33cdd8d1|0x7fb879d03670a79a676745561053|0x7fb868ef28f06bdc7dd009e5e7ab|NULL|4|4|4|2161|6894
471ec7cc33cdd8d1|0x7fb87833e930923f0c5ef4175dde|0x7fb8692155105236abc58d980ec0|NULL|13|13|13|8644|18997
471ec7cc33cdd8d1|0x7fb877952110e5c6117990c3945e|0x7fb868ef2b9041d3c94149e5e6bf|NULL|92|92|92|9846|117620
471ec7cc33cdd8d1|0x7fb87833e1103fd2b57ca976174c|0x7fb8692156d0e3402171ffa9b9e8|NULL|1|1|1|1|3508
471ec7cc33cdd8d1|0x7fb876599030ece0e6dd79c98b16|0x7fb8692157b090c765f417347546|NULL|1|1|1|174|3185
c579ea4465da7324|0x7fb87836d7d01c6972c052226069|0x7fb8743f8790b8cbf259dc221ec9|NULL|1|1|1|10000|3846
c579ea4465da7324|0x7fb87041df504003739033bf19d7|0x7fb8740da5f05a5da9369440764e|NULL|1|1|1|1|2763
c579ea4465da7324|0x7fb87041fcb097c3961ec895972b|0x7fb8740da6d0d8927f7b4c2f3ea0|NULL|1|1|1|5|2939
c579ea4465da7324|0x7fb87041fc10c73f922817993d73|0x7fb8740da7b0395d76ffeb9666fa|NULL|3|3|3|29904|4763
c579ea4465da7324|0x7fb87042043020406dcc6beb6b15|0x7fb8740dab30d9d00c98e104d46d|NULL|4|4|4|1362|5526
c579ea4465da7324|0x7fb87041ffd04e346f4b74598f48|0x7fb8740dac10823f8e105839a715|NULL|92|92|92|40804|160388
c579ea4465da7324|0x7fb87041c1f0d5cdcc8245325ec2|0x7fb8740daeb0285cf41b473543e0|NULL|23|23|23|12036|33155
c579ea4465da7324|0x7fb87041e13075ef260683609e83|0x7fb8743f85d015f336fbe2aacac2|NULL|1|1|1|25|5954
48a59b2ce273a8ed|0x7fb87a9c09f03fd2b57ca976174c|0x7fb8625a72d0e3402171ffa9b9e8|NULL|1|1|1|1|3205
48a59b2ce273a8ed|0x7fb87a9c06d02b1edb97567a0a2b|0x7fb8625a75701ffe5ea0ab36463d|NULL|13|13|13|800000|25611
48a59b2ce273a8ed|0x7fb874ac4bb07724a5f3931b01be|0x7fb8625a7650ae16e8eb33360359|NULL|4|4|4|200000|6841
